id,name,description,category,price,image,quantity,age,gender,company,holiday,cognitive_development,motor_skills_development,social_development,emotional_development,language_and_literacy
453,Goal Scorer Basketball Hoop,Score goals like a pro with the Goal Scorer Basketball Hoop,Sports and Outdoor Games,36.99,goal_scorer_basketball_hoop.jpg,15,4,Female,Kid Galaxy,Christmas,4,5,3,2,1
454,Wildlife Safari Explorer Set,Explore wildlife with the Wildlife Safari Explorer Set,Science and Nature,38.75,wildlife_safari_explorer_set.jpg,18,6,Female,K'NEX,Thanksgiving,4,3,2,1,5
455,Racing Turbo Car Track,Feel the speed with the Racing Turbo Car Track,Sports and Outdoor Games,26.5,racing_turbo_car_track.jpg,18,4,Female,Manhattan Toy,Thanksgiving,4,5,3,2,1
456,Fantasy Castle Building Bricks,Build enchanted castles with Fantasy Castle Building Bricks,Educational,22.99,fantasy_castle_building_bricks.jpg,25,5,Female,Carrera,Christmas,3,2,4,1,5
457,Pop Star Concert Mega Stage,Take the mega stage with the Pop Star Concert Mega Stage,Musical Toys,28.99,pop_star_concert_mega_stage.jpg,15,4,Female,Schleich,Christmas,3,4,2,1,5
458,Space Explorer Telescope Kit Supreme,Discover the cosmos with the Space Explorer Telescope Kit Supreme,Science and Nature,42.99,space_explorer_telescope_kit_supreme.jpg,10,6,Female,Small World Toys,New Year,4,3,2,1,5
459,Firefighter Rescue Heroes Truck,Be a hero with the Firefighter Rescue Heroes Truck,Pretend Play,28.5,firefighter_rescue_heroes_truck.jpg,25,7,Male,TOMY,Christmas,3,2,4,1,5
460,Pixel Art Creator Studio,Create digital art with the Pixel Art Creator Studio,Arts and Crafts,32.95,pixel_art_creator_studio.jpg,18,5,Female,Ravensburger,Christmas,3,4,2,1,5
461,Mythical Creatures Puzzle Expedition,Embark on a puzzle expedition with mythical creatures,Educational,19.75,mythical_creatures_puzzle_expedition.jpg,30,7,Female,Funrise Toys,Christmas,3,2,4,1,5
462,Outdoor Discovery Adventure Quest,Explore the great outdoors with the Outdoor Discovery Adventure Quest,Science and Nature,24.99,outdoor_discovery_adventure_quest.jpg,20,5,Female,Hexbug,Thanksgiving,4,3,5,2,1
463,Robot Coding Squad Mission,Embark on a coding mission with the Robot Coding Squad Mission,STEM Toys,35.99,robot_coding_squad_mission.jpg,15,9,Female,Bratz,New Year,5,5,3,2,1
464,Superhero Training Grounds,Train to be a superhero at the Superhero Training Grounds,Pretend Play,42.5,superhero_training_grounds.jpg,25,8,Male,Patch Products,New Year,4,3,5,2,1
465,Construction Crew Tower Builder,Build with the Construction Crew Tower Builder set,Educational,26.5,construction_crew_tower_builder.jpg,30,5,Female,Zuru,Easter,3,2,4,1,5
466,Smart Explorer Globe Adventure,Explore the world with the Smart Explorer Globe Adventure,Science and Nature,38.75,smart_explorer_globe_adventure.jpg,15,6,Female,Meccano,Christmas,4,3,2,1,5
467,Ultimate Racecar Speedway,Experience the ultimate racecar thrills with the Ultimate Racecar Speedway,Sports and Outdoor Games,48.5,ultimate_racecar_speedway.jpg,18,4,Female,TY Beanie Boos,New Year,4,5,3,2,1
468,Magic Alchemy Potion Kit,Brew magical potions with the Magic Alchemy Potion Kit,STEM Toys,23.99,magic_alchemy_potion_kit.jpg,25,6,Female,Yomega,New Year,3,4,2,1,5
469,Farmyard Animal Play Barn,Play with adorable animals in the Farmyard Animal Play Barn,Stuffed Animals,31.25,farmyard_animal_play_barn.jpg,18,3,Female,Cepia,Christmas,2,1,4,3,5
470,Robotics Engineer Lab,Build your own robots with the Robotics Engineer Lab,STEM Toys,36.99,robotics_engineer_lab.jpg,25,9,Female,Edushape,Christmas,5,5,3,2,1
471,Safari Expedition Playhouse,Embark on a safari expedition in this playhouse,Outdoor Play,29.99,safari_expedition_playhouse.jpg,15,8,Female,Radio Flyer,Easter,4,3,5,2,1
472,Penguin Paradise Igloo,Create an igloo paradise with the Penguin Paradise Igloo,Educational,25.5,penguin_paradise_igloo.jpg,30,5,Female,Winning Moves Games,New Year,3,2,4,1,5
473,Interactive Learning Tablet Pro,Learn and play with the Interactive Learning Tablet Pro,Educational,19.95,interactive_learning_tablet_pro.jpg,18,7,Female,Plan Toys,Easter,3,4,2,1,5
474,Astronaut Launch Mission,Experience space travel with the Astronaut Launch Mission,Science and Nature,34.75,astronaut_launch_mission.jpg,25,4,Female,LeapFrog,Christmas,3,2,4,1,5
475,Puppy Paradise Plush Play Center,Adopt and play with plush puppies in the Puppy Paradise Plush Play Center,Stuffed Animals,28.5,puppy_paradise_plush_play_center.jpg,20,8,Female,4M,New Year,3,4,2,1,5
476,Creative Canvas Art Studio,Unleash creativity with the Creative Canvas Art Studio,Arts and Crafts,39.99,creative_canvas_art_studio.jpg,25,4,Female,Ogosport,Christmas,3,2,4,1,5
477,Super Spy Secret Agent Master Kit,Become a super spy with the Secret Agent Master Kit,Pretend Play,22.99,super_spy_secret_agent_master_kit.jpg,15,5,Female,Mezco Toyz,Easter,4,3,5,2,1
478,Undersea Explorer Submarine Supreme,Explore the ocean depths with the Undersea Explorer Submarine Supreme,Outdoor Play,37.5,undersea_explorer_submarine_supreme.jpg,18,8,Female,Learning Resources,Thanksgiving,4,3,5,2,1
479,Colorful Alphabet Learning Blocks Pro,Learn the alphabet with these Colorful Alphabet Learning Blocks Pro,Educational,18.25,colorful_alphabet_learning_blocks_pro.jpg,30,5,Female,Thames & Kosmos,New Year,3,2,4,1,5
480,Retro Gamer Console Vault Pro,Secure your retro games in the Gamer Console Vault Pro,Electronics,42.95,retro_gamer_console_vault_pro.jpg,20,6,Male,Outset Media,Thanksgiving,5,5,3,2,1
481,Enchanted Treehouse Adventures,Embark on magical adventures in the Enchanted Treehouse Adventures,Pretend Play,31.75,enchanted_treehouse_adventures.jpg,25,8,Female,WowWee,Easter,4,3,5,2,1
482,Musical Symphony Orchestra Maestro,Conduct a symphony with the Musical Symphony Orchestra Maestro,Musical Toys,45.5,musical_symphony_orchestra_maestro.jpg,18,4,Female,Orb Factory,Christmas,3,4,2,1,5
483,Adventure Seeker Explorer Kit,Embark on thrilling adventures with the Adventure Seeker Explorer Kit,Outdoor Play,28.99,adventure_seeker_explorer_kit.jpg,20,5,Female,Bratz,Easter,4,3,5,2,1
484,Magical Potion Making Lab,Stir up enchanting potions with the Magical Potion Making Lab,STEM Toys,26.5,magical_potion_making_lab.jpg,25,5,Female,Ideal Toy Corp.,New Year,3,4,2,1,5
485,Superhero Adventure Training Set,Train to be a superhero with the Superhero Adventure Training Set,Pretend Play,39.99,superhero_adventure_training_set.jpg,18,8,Female,Mayfair Games,New Year,4,3,5,2,1
486,Dinosaur Discovery Expedition,Uncover ancient fossils with the Dinosaur Discovery Expedition,Science and Nature,22.75,dinosaur_discovery_expedition.jpg,30,6,Female,LEGO,New Year,4,5,3,2,1
487,Fantasy Kingdom Building Blocks,Build magical kingdoms with Fantasy Kingdom Building Blocks,Educational,32.5,fantasy_kingdom_building_blocks.jpg,15,8,Female,Edushape,New Year,3,2,4,1,5
488,Music Maestro Keyboard Symphony,Compose musical masterpieces with the Music Maestro Keyboard Symphony,Musical Toys,36.99,music_maestro_keyboard_symphony.jpg,25,5,Female,Vtech,New Year,3,4,2,1,5
489,Wild West Cowboy Adventure Set,Experience the Wild West with the Cowboy Adventure Set,Pretend Play,31.5,wild_west_cowboy_adventure_set.jpg,20,4,Male,Hasbro,Thanksgiving,4,5,3,2,1
490,Robotic Coding Challenge Lab,Take on coding challenges with the Robotic Coding Challenge Lab,STEM Toys,45.5,robotic_coding_challenge_lab.jpg,18,9,Female,RoosterFin Games,Easter,5,5,3,2,1
491,Enchanted Unicorn Meadow,Explore magical meadows with the Enchanted Unicorn Meadow,Pretend Play,27.75,enchanted_unicorn_meadow.jpg,30,8,Female,4M,Christmas,3,2,4,1,5
492,Soccer Star Pro Training Kit,Train like a soccer pro with the Soccer Star Pro Training Kit,Sports and Outdoor Games,22.99,soccer_star_pro_training_kit.jpg,15,4,Female,Vtech,Easter,4,5,3,2,1
493,Robot Explorer Space Rover,Explore distant planets with the Robot Explorer Space Rover,Science and Nature,34.95,robot_explorer_space_rover.jpg,18,5,Female,Diggin,New Year,4,3,5,2,1
494,Artistic Masterpiece Easel Set,Create artistic masterpieces with the Artistic Masterpiece Easel Set,Arts and Crafts,28.99,artistic_masterpiece_easel_set.jpg,25,5,Female,Mukikim,Easter,3,4,2,1,5
495,Farmyard Friends Plush Collection,Cuddle with adorable farmyard friends in the Plush Collection,Stuffed Animals,19.75,farmyard_friends_plush_collection.jpg,30,3,Female,Mukikim,Christmas,2,1,4,3,5
496,Smart Science Explorer Kit,Engage in smart science experiments with the Smart Science Explorer Kit,STEM Toys,42.99,smart_science_explorer_kit.jpg,20,6,Female,Ravensburger,Thanksgiving,3,2,4,1,5
497,Princess Palace Tea Party Set,Host royal tea parties in the Princess Palace Tea Party Set,Pretend Play,28.5,princess_palace_tea_party_set.jpg,25,8,Female,Hape,Thanksgiving,4,3,5,2,1
498,Racing Champion Turbo Track,Become a racing champion on the Turbo Track,Sports and Outdoor Games,37.25,racing_champion_turbo_track.jpg,18,4,Female,Yomega,Easter,4,5,3,2,1
499,Pirate Adventure Treasure Map,Embark on a pirate adventure with the Treasure Map,Outdoor Play,48.5,pirate_adventure_treasure_map.jpg,18,4,Male,Carrera,Thanksgiving,4,3,5,2,1
500,Creative Canvas Painting Studio,Unleash creativity with the Creative Canvas Painting Studio,Arts and Crafts,23.99,creative_canvas_painting_studio.jpg,25,4,Female,Mayfair Games,New Year,3,2,4,1,5
501,Jungle Safari Animal Kingdom,Embark on a jungle safari in the Animal Kingdom,Stuffed Animals,26.5,jungle_safari_animal_kingdom.jpg,30,8,Female,Barbie,Thanksgiving,3,4,2,1,5
502,Interactive Learning Tablet Pro Plus,Enhanced learning with the Interactive Learning Tablet Pro Plus,Educational,38.75,interactive_learning_tablet_pro_plus.jpg,15,7,Female,Super Impulse,New Year,3,4,2,1,5
503,Astronaut Explorer Space Station,Live like an astronaut in the Explorer Space Station,Science and Nature,33.95,astronaut_explorer_space_station.jpg,20,4,Female,Yomega,Easter,3,2,4,1,5
504,Puppy Playtime Plush Haven,Play with adorable puppies in the Puppy Playtime Plush Haven,Stuffed Animals,20.5,puppy_playtime_plush_haven.jpg,25,8,Female,Tiggly,Thanksgiving,3,4,2,1,5
505,DIY Creative Crafty Corner,Get crafty with the DIY Creative Crafty Corner,Arts and Crafts,35.99,diy_creative_crafty_corner.jpg,25,5,Female,Vtech,New Year,3,2,4,1,5
506,Spy Master Secret Agent Kit,Become a spy master with the Secret Agent Kit,Pretend Play,22.99,spy_master_secret_agent_kit.jpg,15,5,Female,RoosterFin Games,Thanksgiving,4,3,5,2,1
507,Undersea Adventure Submarine,Embark on an undersea adventure with the Adventure Submarine,Outdoor Play,39.99,undersea_adventure_submarine.jpg,18,8,Female,Build-A-Bear Workshop,Thanksgiving,4,3,5,2,1
508,Alphabet Exploration Letter Blocks,Explore the alphabet with Alphabet Exploration Letter Blocks,Educational,25.5,alphabet_exploration_letter_blocks.jpg,30,5,Female,Zuru,New Year,3,2,4,1,5
509,Retro Arcade Gamer Vault,Secure your retro games in the Arcade Gamer Vault,Electronics,42.5,retro_arcade_gamer_vault.jpg,20,6,Male,Djubi,Christmas,5,5,3,2,1
510,Magic Rainbow Adventure Kit,Embark on a magical journey with the Magic Rainbow Adventure Kit,Outdoor Play,29.99,magic_rainbow_adventure_kit.jpg,20,4,Female,KidKraft,New Year,4,3,5,2,1
511,Space Explorer Discovery Telescope,Discover distant galaxies with the Space Explorer Discovery Telescope,Science and Nature,35.95,space_explorer_discovery_telescope.jpg,15,6,Female,Schleich,Thanksgiving,4,3,2,1,5
512,Enchanted Garden Fairy Lab,Create fairy potions in the Enchanted Garden Fairy Lab,STEM Toys,27.5,enchanted_garden_fairy_lab.jpg,25,5,Female,Anki,Thanksgiving,3,4,2,1,5
513,Dino Excavation Expedition,Embark on a dinosaur excavation adventure,Science and Nature,22.75,dino_excavation_expedition.jpg,30,5,Female,Blue Orange Games,Easter,4,5,3,2,1
514,Fantasy Castle Building Blocks,Build magical castles with Fantasy Castle Building Blocks,Educational,32.5,fantasy_castle_building_blocks.jpg,15,8,Female,Mayfair Games,New Year,3,2,4,1,5
515,Harmony Melody Music Keyboard,Create harmonious melodies with the Harmony Melody Music Keyboard,Musical Toys,36.99,harmony_melody_music_keyboard.jpg,25,5,Female,Tomy,Easter,3,4,2,1,5
516,Wild West Adventure Cowboy Set,Embark on a wild west adventure with the Cowboy Set,Pretend Play,31.5,wild_west_adventure_cowboy_set.jpg,20,4,Male,Micro Kickboard,Thanksgiving,4,5,3,2,1
517,Robotic Coding Quest Lab,Embark on a coding quest with the Robotic Coding Quest Lab,STEM Toys,45.5,robotic_coding_quest_lab.jpg,18,9,Female,Zapf Creation,New Year,5,5,3,2,1
518,Soccer Pro Training Masterclass,Master soccer skills with the Pro Training Masterclass,Sports and Outdoor Games,22.99,soccer_pro_training_masterclass.jpg,15,4,Female,Toysmith,Easter,4,5,3,2,1
519,Robot Explorer Space Adventure,Embark on a space adventure with the Robot Explorer Space Adventure,Science and Nature,34.95,robot_explorer_space_adventure.jpg,18,5,Female,Mayfair Games,Easter,4,3,5,2,1
520,Artistic Masterpiece Easel Studio,Create artistic masterpieces with the Easel Studio,Arts and Crafts,28.99,artistic_masterpiece_easel_studio.jpg,25,5,Female,Thames & Kosmos,Thanksgiving,3,4,2,1,5
521,Farmyard Friends Plush Wonderland,Discover a plush wonderland with Farmyard Friends,Stuffed Animals,19.75,farmyard_friends_plush_wonderland.jpg,30,3,Female,Waboba,Thanksgiving,2,1,4,3,5
522,Smart Science Discovery Lab,Discover smart science with the Smart Science Discovery Lab,STEM Toys,42.99,smart_science_discovery_lab.jpg,20,6,Female,Be Amazing! Toys,Thanksgiving,3,2,4,1,5
523,Princess Palace Tea Fantasy Set,Experience a tea fantasy in the Princess Palace Tea Fantasy Set,Pretend Play,28.5,princess_palace_tea_fantasy_set.jpg,25,8,Female,Geospace,New Year,4,3,5,2,1
524,Racing Champion Turbo Speedway,Become a racing champion on the Turbo Speedway,Sports and Outdoor Games,37.25,racing_champion_turbo_speedway.jpg,18,4,Female,B. Toys,Easter,4,5,3,2,1
525,Robotics Engineer Innovation Lab,Innovate with robots in the Engineer Innovation Lab,STEM Toys,33.95,robotics_engineer_innovation_lab.jpg,20,9,Female,Goliath Games,Christmas,5,5,3,2,1
526,Pet Vet Animal Rescue Clinic,Rescue animals with the Pet Vet Animal Rescue Clinic,Pretend Play,26.5,pet_vet_animal_rescue_clinic.jpg,15,8,Female,Bruder,New Year,3,2,4,1,5
527,Fairy Tale Storybook Adventures,Embark on fairy tale adventures with the Storybook Adventures,Books and Learning,22.99,fairy_tale_storybook_adventures.jpg,30,5,Female,Schleich,New Year,3,2,4,1,5
528,Dinosaur Safari Jeep Expedition,Explore dinosaurs on a safari with the Jeep Expedition,Action Figures,29.75,dinosaur_safari_jeep_expedition.jpg,25,4,Female,Lakeshore Learning Materials,Easter,4,3,2,1,5
529,Robot Racing Championship Set,Compete in the Robot Racing Championship Set,Remote Control,39.99,robot_racing_championship_set.jpg,18,6,Female,Hoberman,Christmas,4,5,3,2,1
530,Frozen Ice Princess Castle,Discover the magic of the Frozen Ice Princess Castle,Pretend Play,32.95,frozen_ice_princess_castle.jpg,20,8,Female,Basic Fun!,Easter,3,2,4,1,5
531,Soccer Skills Kick Training Set,Master soccer skills with the Kick Training Set,Sports and Outdoor Games,24.99,soccer_skills_kick_training_set.jpg,15,4,Female,TOMY,New Year,4,5,3,2,1
532,Space Odyssey Rocket Explorer,Embark on a space odyssey with the Rocket Explorer,Action Figures,45.5,space_odyssey_rocket_explorer.jpg,18,6,Female,Meffert's,Easter,5,4,3,2,1
533,Artistic Crafty Creations Kit,Create crafty masterpieces with the Crafty Creations Kit,Arts and Crafts,26.75,artistic_crafty_creations_kit.jpg,25,5,Female,Yookidoo,New Year,4,3,2,1,5
534,Rainbow Adventure Building Blocks,Colorful building blocks for creative adventures,Educational,28.99,rainbow_blocks.jpg,20,6,Female,Spin Master,New Year,4,3,2,1,4
535,Plush Jungle Explorer Kit,Soft and huggable plush jungle explorer kit,Stuffed Animals,15.95,jungle_explorer_kit.jpg,30,3,Female,Redwood Ventures,Easter,2,1,3,4,2
536,Space Explorer Action Figures,Exciting space explorer action figures set,Action Figures,32.99,space_explorer_figures.jpg,25,8,Female,Toy State,Christmas,5,4,3,2,1
537,Smart Learning Tablet 2.0,Next-gen tablet for interactive and early education,Educational,42.95,learning_tablet_2.jpg,15,5,Female,Hexbug,Thanksgiving,4,3,2,1,5
538,Robot Inventor Workshop,DIY robot inventor workshop for STEM education,Educational,27.99,robot_inventor_workshop.jpg,25,9,Female,Hot Wheels,New Year,5,5,3,2,1
539,Melodic Musical Symphony,Musical instruments set for budding musicians,Musical Toys,29.5,musical_symphony.jpg,22,8,Female,Zuru,Christmas,3,4,2,1,5
540,RC Turbo Racer Car,High-speed remote control car for thrilling racing,Remote Control,34.99,rc_turbo_car.jpg,12,6,Female,Schleich,Christmas,4,5,3,2,1
541,Gentle Baby Rattle Trio,Gentle rattle trio for sensory exploration,Infant Toys,11.95,baby_rattle_trio.jpg,50,1,Female,SmartLab Toys,Easter,1,1,3,4,2
542,Imaginative Sculpting Set,Play dough set for imaginative sculpting fun,Arts and Crafts,22.75,sculpting_kit.jpg,28,8,Female,Diggin,Thanksgiving,3,4,2,1,5
543,Outdoor Adventure Sports Set,Assorted sports balls for outdoor active play,Outdoor Play,26.75,outdoor_sports_set.jpg,15,9,Female,Schleich,New Year,4,5,3,2,1
544,Kitchen Chef Cooking Set,Realistic kitchen playset for aspiring chefs,Pretend Play,49.5,chef_cooking_set.jpg,10,8,Female,Jakks Pacific,New Year,4,3,5,2,1
545,Hands-On Science Lab,Hands-on science experiments for curious young minds,Educational,37.75,science_lab.jpg,20,9,Female,Fat Brain Toys,New Year,5,4,3,2,1
546,Strategic Chess Challenge,Classic chess set for strategic thinking,Board Games,19.99,chess_challenge.jpg,18,6,Female,Disney,Thanksgiving,5,4,3,2,1
547,RC Sky Explorer Helicopter,Mini helicopter with remote control for sky adventures,Remote Control,44.5,sky_explorer_helicopter.jpg,15,9,Female,VTech,Easter,4,5,3,2,1
548,Bouncing Adventure Ball,Bouncy ball with handle for adventurous active play,Outdoor Play,13.75,adventure_bouncing_ball.jpg,40,5,Female,Hexbug,Easter,2,4,3,1,5
549,Medical Professional Kit,Complete medical kit for pretend doctor play,Pretend Play,18.99,medical_professional_kit.jpg,25,7,Female,Crayola,Easter,3,2,4,1,5
550,Wooden Railway Adventure,Classic wooden train set with exciting tracks,Vehicle Toys,35.5,wooden_railway_adventure.jpg,15,8,Female,Play-Doh,Christmas,3,4,2,1,5
551,Flexible Play Tunnel Galaxy,Flexible and colorful play tunnel for galactic adventures,Outdoor Play,23.99,play_tunnel_galaxy.jpg,20,5,Female,Sassy,Easter,2,3,4,1,5
552,Vibrant Paper Craft Set,Vibrant paper for arts and crafts projects,Arts and Crafts,9.99,paper_craft_set.jpg,35,5,Female,Toy Biz,Easter,2,3,4,1,5
553,Wooden Puzzle Challenge,Assorted wooden puzzles for problem-solving,Educational,14.99,puzzle_challenge.jpg,30,7,Female,Tedco Toys,Thanksgiving,3,4,2,1,5
554,Nature Explorer Discovery Kit,Kit for young nature explorers with binoculars and compass,Science and Nature,28.95,nature_discovery_kit.jpg,15,10,Female,Mukikim,Thanksgiving,3,5,4,3,5
555,Plush Animal Puppet Theater,Soft and cute animal hand puppets for puppet theater fun,Puppets,19.25,animal_puppet_theater.jpg,20,8,Female,Small World Toys,Thanksgiving,3,2,4,1,5
556,Soccer Challenge Goal Set,Mini soccer ball and goal for backyard challenge,Sports and Outdoor Games,26.5,soccer_challenge_goal_set.jpg,18,4,Female,Mezco Toyz,Christmas,4,5,3,2,1
557,Musical Piano Magic,Colorful musical piano for budding young musicians,Musical Toys,36.99,musical_piano_magic.jpg,12,4,Female,Mayfair Games,Easter,3,4,2,1,5
558,Adventure Galaxy Explorer Set,Embark on a cosmic journey with this galaxy explorer playset,Action Figures,29.99,galaxy_explorer_set.jpg,20,8,Female,Playmobil,Thanksgiving,5,4,3,2,1
559,Smart Little Architect Kit,Design and build with this smart architect kit for little creators,Educational,34.99,little_architect_kit.jpg,25,5,Female,Zing Toys,Easter,4,5,3,2,1
560,Interactive Pet Vet Clinic,Care for adorable toy pets with this interactive vet clinic,Pretend Play,39.95,pet_vet_clinic.jpg,15,8,Female,Mezco Toyz,Easter,3,2,4,1,5
561,Dynamic Dance Party Mat,Get moving and grooving on this dynamic dance party mat,Musical Toys,22.75,dance_party_mat.jpg,40,8,Female,Little Pim,Christmas,3,4,2,1,5
562,Mini Chef Cooking Playset,Become a mini chef with this delightful cooking playset,Pretend Play,26.95,minichef_cooking_playset.jpg,18,6,Female,PlayMonster,Thanksgiving,4,3,5,2,1
563,Robot Coding Challenge,Engage in a coding challenge with this fun and educational robot kit,Educational,49.99,robot_coding_challenge.jpg,12,6,Female,MGA Entertainment,New Year,5,4,3,2,1
564,Creative Clay Sculpture Kit,Sculpt and shape with this creative clay sculpture kit,Arts and Crafts,18.49,clay_sculpture_kit.jpg,35,5,Female,Spin Master,Easter,2,3,4,1,5
565,RC Off-Road Adventure Truck,Take on off-road adventures with this remote control truck,Remote Control,34.5,offroad_adventure_truck.jpg,15,6,Female,Blue Orange Games,Christmas,4,5,3,2,1
566,Miniature Garden Adventure,Create a tiny world with this miniature garden adventure set,Pretend Play,27.5,miniature_garden_adventure.jpg,15,7,Female,Tuttle Publishing,Thanksgiving,3,2,4,1,5
567,Outdoor Explorer Camping Kit,Go camping and explore nature with this outdoor explorer kit,Outdoor Play,31.99,outdoor_camping_kit.jpg,20,5,Female,Hot Wheels,Christmas,4,5,3,2,1
568,Artistic Painting Easel,Unleash creativity with this artistic painting easel,Arts and Crafts,39.95,artistic_painting_easel.jpg,12,4,Female,Fisher-Price,Easter,4,3,2,1,5
569,Storybook Adventure Theater,Bring stories to life with this interactive adventure theater,Books and Learning,22.99,storybook_adventure_theater.jpg,30,5,Female,Play Visions,New Year,3,2,4,1,5
570,Magnetic Building Marvels,Create marvels with these magnetic building blocks,Educational,27.99,magnetic_building_marvels.jpg,20,8,Female,Play Visions,Christmas,4,3,2,1,5
571,Superhero Costume Extravaganza,Transform into superheroes with this costume extravaganza,Pretend Play,32.75,superhero_costume_extravaganza.jpg,18,8,Female,PopSockets,Thanksgiving,3,2,4,1,5
572,Medical Professional Play Kit,Role-play as a medical professional with this play kit,Pretend Play,18.99,medical_professional_play_kit.jpg,25,7,Female,Mukikim,Easter,3,2,4,1,5
573,Wooden Railway Expedition,Embark on a railway adventure with this wooden train set,Vehicle Toys,35.5,wooden_railway_expedition.jpg,15,8,Female,Toysmith,Thanksgiving,3,4,2,1,5
574,Animal Friends Shape Cube,Discover shapes with these friendly animal cubes,Educational,14.25,animal_friends_shape_cube.jpg,30,3,Female,Fat Brain Toys,New Year,2,1,4,3,5
575,Flexible Play Tunnel Safari,Crawl through a safari adventure with this flexible play tunnel,Outdoor Play,23.99,flexible_play_tunnel_safari.jpg,20,5,Female,LeapFrog,New Year,2,3,4,1,5
576,Colorful Paper Craft Kit,Get creative with this colorful paper craft kit,Arts and Crafts,9.99,colorful_paper_craft_kit.jpg,35,5,Female,Fat Brain Toys,Easter,2,3,4,1,5
577,Wizard's Magic Wand Set,Cast spells with this magical wizard's wand and hat,Pretend Play,15.75,wizards_magic_wand_set.jpg,25,8,Female,Melissa & Doug,Christmas,3,2,4,1,5
578,Miniature Furniture Wonderland,Enhance dollhouse play with this miniature furniture set,Dolls and Accessories,12.99,miniature_furniture_wonderland.jpg,40,7,Female,Patch Products,Easter,2,1,4,3,5
579,Space Odyssey Rocket Ship,Embark on a space journey with lights and sounds in this rocket ship,Action Figures,42.5,space_odyssey_rocket_ship.jpg,10,6,Female,Klutz,Thanksgiving,5,4,3,2,1
580,Dynamic Rainbow Puzzle,Explore colors and patterns with this dynamic rainbow puzzle,Educational,18.99,rainbow_puzzle.jpg,25,7,Female,National Geographic,Christmas,4,3,2,1,5
581,Magical Adventure Castle,Embark on a magical journey with this adventure castle playset,Pretend Play,34.5,adventure_castle.jpg,15,8,Female,Top Trumps,Christmas,3,2,4,1,5
582,Safari Explorer Binoculars,Go on a safari adventure with these explorer binoculars,Science and Nature,15.75,safari_binoculars.jpg,30,4,Female,Tomy,Thanksgiving,3,5,4,2,1
583,RoboCrafter Coding Kit,Build and code your own robots with this RoboCrafter kit,Educational,42.99,robocrafter_coding_kit.jpg,20,9,Female,Fisher-Price,Christmas,5,4,3,2,1
584,Enchanted Garden Tea Party,Host a magical tea party in this enchanted garden playset,Pretend Play,29.95,garden_tea_party.jpg,22,7,Female,SmartLab Toys,Easter,3,2,4,1,5
585,Explorer's Discovery Globe,Learn about the world with this interactive discovery globe,Science and Nature,23.5,discovery_globe.jpg,18,5,Female,PicassoTiles,Christmas,4,5,3,2,1
586,Superstar Karaoke Microphone,Become a singing superstar with this fun karaoke microphone,Musical Toys,19.99,karaoke_microphone.jpg,25,6,Female,Educational Insights,Christmas,3,4,2,1,5
587,Space Explorer Rocketship,Blast off into space with lights and sounds in this rocketship,Action Figures,39.5,explorer_rocketship.jpg,15,4,Female,National Geographic,New Year,5,4,3,2,1
588,Artistic Expression Easel,Encourage artistic expression with this vibrant painting easel,Arts and Crafts,27.99,expression_easel.jpg,20,8,Female,Goliath Games,Thanksgiving,4,3,2,1,5
589,Wildlife Rescue Playset,Rescue and care for toy animals with this wildlife playset,Pretend Play,32.75,wildlife_rescue_playset.jpg,30,8,Female,International Playthings,New Year,3,2,4,1,5
590,Construction Builder Toolbox,Build and create with this construction builder toolbox,Educational,22.95,construction_toolbox.jpg,25,8,Female,Blue Orange Games,Christmas,4,5,3,2,1
591,Rainbow Harmony Piano,Create harmonious tunes with this colorful rainbow piano,Musical Toys,36.5,rainbow_piano.jpg,18,9,Female,Nerf Dog,New Year,3,4,2,1,5
592,Mystical Unicorn Carousel,Ride into a world of magic with this mystical unicorn carousel,Pretend Play,31.99,unicorn_carousel.jpg,22,8,Female,Uncle Milton,Easter,3,2,4,1,5
593,Adventure Seeker Backpack,Embark on adventures with this interactive adventure seeker backpack,Outdoor Play,19.25,seeker_backpack.jpg,25,5,Female,Nerf Dog,New Year,4,3,5,2,1
594,Robot Friends Building Set,Build your own robot friends with this engaging building set,Educational,28.99,robot_building_set.jpg,15,6,Female,PlaSmart,Easter,5,4,3,2,1
595,Princess Enchantment Tiara,Experience enchantment with this princess tiara and wand set,Pretend Play,14.75,enchantment_tiara.jpg,40,7,Female,Hexbug,New Year,3,2,4,1,5
596,Mini Athlete Sports Kit,Introduce sports with this mini athlete sports kit,Sports and Outdoor Games,24.5,athlete_sports_kit.jpg,20,6,Female,Blue Orange Games,Easter,4,5,3,2,1
597,Fantasy Dollhouse Wonderland,Enter a fantasy world with this magical dollhouse playset,Dolls and Accessories,29.5,fantasy_dollhouse.jpg,15,8,Female,Uncle Milton,Easter,3,2,4,1,5
598,Dynamic Building Block Tower,Challenge creativity with this dynamic building block tower,Educational,16.99,building_block_tower.jpg,30,5,Female,McFarlane Toys,Christmas,3,4,2,1,5
599,Sweet Treats Baking Set,Bake up fun with this sweet treats baking set,Pretend Play,18.25,sweet_treats_baking_set.jpg,20,7,Female,Rich Frog Industries,Easter,4,3,5,2,1
600,RC Speedster Race Car,Race into excitement with this high-speed RC race car,Remote Control,44.95,rc_race_car.jpg,15,6,Female,Tedco Toys,Thanksgiving,4,5,3,2,1
601,Animal Safari Puzzle Playmat,Explore the safari with this interactive puzzle playmat,Educational,29.75,safari_playmat.jpg,20,3,Female,Radio Flyer,Easter,2,1,4,3,5
